name,reporting__antennas_path,reporting__attributes_path,reporting__recharges_path,reporting__version,reporting__code_signature,reporting__groupby,reporting__split_week,reporting__split_day,reporting__start_time,reporting__end_time,reporting__night_start,reporting__night_end,reporting__weekend,reporting__number_of_records,reporting__number_of_antennas,reporting__number_of_recharges,reporting__bins,reporting__bins_with_data,reporting__bins_without_data,reporting__has_call,reporting__has_text,reporting__has_home,reporting__has_recharges,reporting__has_attributes,reporting__has_network,reporting__percent_records_missing_location,reporting__antennas_missing_locations,reporting__percent_outofnetwork_calls,reporting__percent_outofnetwork_texts,reporting__percent_outofnetwork_contacts,reporting__percent_outofnetwork_call_durations,reporting__ignored_records__all,reporting__ignored_records__interaction,reporting__ignored_records__direction,reporting__ignored_records__correspondent_id,reporting__ignored_records__datetime,reporting__ignored_records__call_duration,reporting__ignored_records__location,active_days__allweek__allday__callandtext__mean,active_days__allweek__allday__callandtext__std,number_of_contacts__allweek__allday__call__mean,number_of_contacts__allweek__allday__call__std,number_of_contacts__allweek__allday__text__mean,number_of_contacts__allweek__allday__text__std,call_duration__allweek__allday__call__mean__mean,call_duration__allweek__allday__call__mean__std,call_duration__allweek__allday__call__std__mean,call_duration__allweek__allday__call__std__std,percent_nocturnal__allweek__allday__call__mean,percent_nocturnal__allweek__allday__call__std,percent_nocturnal__allweek__allday__text__mean,percent_nocturnal__allweek__allday__text__std,percent_initiated_conversations__allweek__allday__callandtext__mean,percent_initiated_conversations__allweek__allday__callandtext__std,percent_initiated_interactions__allweek__allday__call__mean,percent_initiated_interactions__allweek__allday__call__std,response_delay_text__allweek__allday__callandtext__mean__mean,response_delay_text__allweek__allday__callandtext__mean__std,response_delay_text__allweek__allday__callandtext__std__mean,response_delay_text__allweek__allday__callandtext__std__std,response_rate_text__allweek__allday__callandtext__mean,response_rate_text__allweek__allday__callandtext__std,entropy_of_contacts__allweek__allday__call__mean,entropy_of_contacts__allweek__allday__call__std,entropy_of_contacts__allweek__allday__text__mean,entropy_of_contacts__allweek__allday__text__std,balance_of_contacts__allweek__allday__call__mean__mean,balance_of_contacts__allweek__allday__call__mean__std,balance_of_contacts__allweek__allday__call__std__mean,balance_of_contacts__allweek__allday__call__std__std,balance_of_contacts__allweek__allday__text__mean__mean,balance_of_contacts__allweek__allday__text__mean__std,balance_of_contacts__allweek__allday__text__std__mean,balance_of_contacts__allweek__allday__text__std__std,interactions_per_contact__allweek__allday__call__mean__mean,interactions_per_contact__allweek__allday__call__mean__std,interactions_per_contact__allweek__allday__call__std__mean,interactions_per_contact__allweek__allday__call__std__std,interactions_per_contact__allweek__allday__text__mean__mean,interactions_per_contact__allweek__allday__text__mean__std,interactions_per_contact__allweek__allday__text__std__mean,interactions_per_contact__allweek__allday__text__std__std,interevent_time__allweek__allday__call__mean__mean,interevent_time__allweek__allday__call__mean__std,interevent_time__allweek__allday__call__std__mean,interevent_time__allweek__allday__call__std__std,interevent_time__allweek__allday__text__mean__mean,interevent_time__allweek__allday__text__mean__std,interevent_time__allweek__allday__text__std__mean,interevent_time__allweek__allday__text__std__std,percent_pareto_interactions__allweek__allday__call__mean,percent_pareto_interactions__allweek__allday__call__std,percent_pareto_interactions__allweek__allday__text__mean,percent_pareto_interactions__allweek__allday__text__std,percent_pareto_durations__allweek__allday__call__mean,percent_pareto_durations__allweek__allday__call__std,number_of_interactions__allweek__allday__call__mean,number_of_interactions__allweek__allday__call__std,number_of_interactions__allweek__allday__text__mean,number_of_interactions__allweek__allday__text__std,number_of_interaction_in__allweek__allday__call__mean,number_of_interaction_in__allweek__allday__call__std,number_of_interaction_in__allweek__allday__text__mean,number_of_interaction_in__allweek__allday__text__std,number_of_interaction_out__allweek__allday__call__mean,number_of_interaction_out__allweek__allday__call__std,number_of_interaction_out__allweek__allday__text__mean,number_of_interaction_out__allweek__allday__text__std,number_of_antennas__allweek__allday__mean,number_of_antennas__allweek__allday__std,entropy_of_antennas__allweek__allday__mean,entropy_of_antennas__allweek__allday__std,percent_at_home__allweek__allday__mean,percent_at_home__allweek__allday__std,radius_of_gyration__allweek__allday__mean,radius_of_gyration__allweek__allday__std,frequent_antennas__allweek__allday__mean,frequent_antennas__allweek__allday__std,churn_rate__mean,churn_rate__std
bandicoot_indicators_full,data/antenas.csv,,,0.6.0,14bd4de76b8d90efdc2acb41e825b9a8914615ae,week,False,False,,,19:00:00,07:00:00,"[6, 7]",0,27,0,0,0,0,False,False,False,False,False,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
